s_number,date,site,area,site_type,type_of_visitor,number_of_visitors,note
1155,2014-07-01,"Banbhore Museum, Thatta",Sindh,Museum,National,1131,
1156,2014-08-01,"Banbhore Museum, Thatta",Sindh,Museum,National,610,
1157,2009-01-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1158,2009-02-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1159,2009-03-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1160,2009-04-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1161,2009-05-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1162,2009-06-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1163,2009-07-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1164,2009-08-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1165,2009-09-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,5,
1166,2009-10-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1167,2009-11-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1168,2009-12-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1169,2010-01-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1170,2010-02-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1171,2010-03-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,3,
1172,2010-04-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1173,2010-05-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1174,2010-06-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1175,2010-07-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1176,2010-08-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1177,2010-09-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1178,2010-10-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1179,2010-11-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1180,2010-12-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,3,
1181,2011-01-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,4,
1182,2011-02-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1183,2011-03-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,6,
1184,2011-04-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1185,2011-05-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1186,2011-06-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1187,2011-07-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1188,2011-08-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1189,2011-09-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1190,2011-10-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1191,2011-11-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1192,2011-12-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1193,2012-01-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1194,2012-02-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1195,2012-03-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,15,
1196,2012-04-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,5,
1197,2012-05-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1198,2012-06-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,7,
1199,2012-07-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1200,2012-08-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1201,2012-09-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1202,2012-10-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1203,2012-11-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1204,2012-12-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,3,
1205,2013-01-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1206,2013-02-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1207,2013-03-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1208,2013-04-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1209,2013-05-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1210,2013-06-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1211,2013-07-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1212,2013-08-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1213,2013-09-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,2,
1214,2013-10-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1215,2013-11-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,3,
1216,2013-12-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1217,2014-01-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1218,2014-02-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1219,2014-03-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,3,
1220,2014-04-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1221,2014-05-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1222,2014-06-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,1,
1223,2014-07-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,0,
1224,2014-08-01,"Banbhore Museum, Thatta",Sindh,Museum,Foreigner,3,
1225,2009-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5315,
1226,2009-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,6222,
1227,2009-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4665,
1228,2009-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3464,
1229,2009-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,2387,
1230,2009-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,2129,
1231,2009-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,2370,
1232,2009-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,2933,
1233,2009-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,9110,
1234,2009-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3024,
1235,2009-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,8072,
1236,2009-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,6171,
1237,2010-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5567,
1238,2010-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5698,
1239,2010-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4940,
1240,2010-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4515,
1241,2010-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3790,
1242,2010-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3120,
1243,2010-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3710,
1244,2010-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3582,
1245,2010-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5555,
1246,2010-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3781,
1247,2010-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,7060,
1248,2010-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4590,
1249,2011-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4519,
1250,2011-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4541,
1251,2011-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5069,
1252,2011-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4723,
1253,2011-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3937,
1254,2011-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3748,
1255,2011-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4233,
1256,2011-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4145,
1257,2011-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,12227,
1258,2011-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,10010,
1259,2011-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,15150,
1260,2011-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,10861,
1261,2012-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,10467,
1262,2012-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,10849,
1263,2012-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,11342,
1264,2012-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,10327,
1265,2012-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,9583,
1266,2012-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,9363,
1267,2012-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,8976,
1268,2012-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,11179,
1269,2012-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5380,
1270,2012-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,6500,
1271,2012-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5300,
1272,2012-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,7600,
1273,2013-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,3690,
1274,2013-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4200,
1275,2013-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4575,
1276,2013-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,2900,
1277,2013-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,1400,
1278,2013-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,1160,
1279,2013-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,715,
1280,2013-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,1560,
1281,2013-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,1984,
1282,2013-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,8642,
1283,2013-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4797,
1284,2013-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5481,
1285,2014-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4890,
1286,2014-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5576,
1287,2014-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5585,
1288,2014-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,5031,
1289,2014-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4447,
1290,2014-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4337,
1291,2014-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,7383,
1292,2014-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,National,4781,
1293,2009-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,46,
1294,2009-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,34,
1295,2009-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,42,
1296,2009-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,25,
1297,2009-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,2,
1298,2009-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,25,
1299,2009-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,2,
1300,2009-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,0,
1301,2009-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,30,
1302,2009-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,24,
1303,2009-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,16,
1304,2009-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,39,
1305,2010-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,11,
1306,2010-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,18,
1307,2010-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,22,
1308,2010-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,2,
1309,2010-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,18,
1310,2010-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,6,
1311,2010-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,3,
1312,2010-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,4,
1313,2010-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,5,
1314,2010-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,8,
1315,2010-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,4,
1316,2010-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,12,
1317,2011-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,1,
1318,2011-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,19,
1319,2011-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,14,
1320,2011-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,3,
1321,2011-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,2,
1322,2011-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,8,
1323,2011-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,3,
1324,2011-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,13,
1325,2011-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,3,
1326,2011-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,7,
1327,2011-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,31,
1328,2011-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,2,
1329,2012-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,8,
1330,2012-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,6,
1331,2012-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,1,
1332,2012-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,5,
1333,2012-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,0,
1334,2012-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,0,
1335,2012-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,1,
1336,2012-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,4,
1337,2012-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,6,
1338,2012-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,26,
1339,2012-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,9,
1340,2012-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,49,
1341,2013-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,5,
1342,2013-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,5,
1343,2013-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,15,
1344,2013-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,20,
1345,2013-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,3,
1346,2013-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,5,
1347,2013-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,1,
1348,2013-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,6,
1349,2013-09-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,7,
1350,2013-10-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,26,
1351,2013-11-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,13,
1352,2013-12-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,21,
1353,2014-01-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,8,
1354,2014-02-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,3,
1355,2014-03-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,27,
1356,2014-04-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,8,
1357,2014-05-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,2,
1358,2014-06-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,0,
1359,2014-07-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,4,
1360,2014-08-01,"Mohenjodaro Museum, Larkana",Sindh,Museum,Foreigner,1,
1361,2009-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1464,
1362,2009-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1826,
1363,2009-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2096,
1364,2009-04-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1217,
1365,2009-05-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1470,
1366,2009-06-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1873,
1367,2009-07-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1884,
1368,2009-08-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3159,
1369,2009-09-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1809,
1370,2009-10-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1384,
1371,2009-11-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2150,
1372,2009-12-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2353,
1373,2010-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1420,
1374,2010-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2042,
1375,2010-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1532,
1376,2010-04-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3090,
1377,2010-05-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2100,
1378,2010-06-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,576,
1379,2010-07-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2624,
1380,2010-08-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3276,
1381,2010-09-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2914,
1382,2010-10-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2852,
1383,2010-11-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3914,
1384,2010-12-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2201,
1385,2011-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2161,
1386,2011-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1802,
1387,2011-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2480,
1388,2011-04-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2138,
1389,2011-05-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3203,
1390,2011-06-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,5167,
1391,2011-07-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3608,
1392,2011-08-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2900,
1393,2011-09-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3427,
1394,2011-10-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1631,
1395,2011-11-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3672,
1396,2011-12-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2291,
1397,2012-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2798,
1398,2012-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2079,
1399,2012-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3392,
1400,2012-04-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2844,
1401,2012-05-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2875,
1402,2012-06-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,4301,
1403,2012-07-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2763,
1404,2012-08-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,5286,
1405,2012-09-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,4433,
1406,2012-10-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,6137,
1407,2012-11-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,4532,
1408,2012-12-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3968,
1409,2013-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1911,
1410,2013-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2642,
1411,2013-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3698,
1412,2013-04-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,4205,
1413,2013-05-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3602,
1414,2013-06-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2985,
1415,2013-07-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,4022,
1416,2013-08-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,7203,
1417,2013-09-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2392,
1418,2013-10-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,4378,
1419,2013-11-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2237,
1420,2013-12-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2089,
1421,2014-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1526,
1422,2014-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1320,
1423,2014-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1696,
1424,2014-04-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1134,
1425,2014-05-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,1255,
1426,2014-06-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2147,
1427,2014-07-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,3971,
1428,2014-08-01,"Umerkot Museum, Tharparkar",Sindh,Museum,National,2951,
1429,2009-01-01,"Umerkot Museum, Tharparkar",Sindh,Museum,Foreigner,1,
1430,2009-02-01,"Umerkot Museum, Tharparkar",Sindh,Museum,Foreigner,0,
1431,2009-03-01,"Umerkot Museum, Tharparkar",Sindh,Museum,Foreigner,2,
